title,release_year,popularity,vote_average,vote_count
MacGruber,2010,11.107782,5.1,184.0
Ca$h,2010,9.107829,6.0,73.0
Lucky Luke and the Daltons,2004,7.371876,3.8,81.0
Three,2002,0.938167,5.9,18.0
Three Men and a Cradle,1985,2.850417,6.4,37.0
"When I Grow Up, I'll Be a Kangaroo",2004,0.508196,9.0,6.0
The Sky Crawlers,2008,3.58447,6.7,41.0
The Bridesmaid,2004,0.656954,6.2,15.0
Games of Love and Chance,2003,1.942173,7.5,31.0
Voyager,1991,4.984732,6.2,18.0
Dead of Night,1974,1.937881,6.4,31.0
The Man on the Roof,1976,1.734909,6.5,13.0
Vengeance,2009,5.752058,6.1,47.0
Crazy Stone,2006,1.086502,6.9,22.0
Living Death,2006,0.479963,3.8,5.0
Three Sailors and a Girl,1953,0.174472,7.0,1.0
The 3rd Voice,1960,0.823651,6.3,2.0
Getting Any?,1994,1.797279,4.6,15.0
Bitten,2008,3.580087,5.8,17.0
Big River Man,2009,0.309604,7.8,6.0
Seven Dollars on the Red,1966,1.800826,4.5,3.0
Aces and Eights,1936,0.051886,6.0,1.0
Virtuality,2009,3.172738,4.9,34.0
"Tora-san, Our Lovable Tramp",1969,0.116077,7.0,2.0
The Good Heart,2009,3.572157,6.0,21.0
Cargo,2009,7.937996,5.9,141.0
A Nightmare on Elm Street,2010,10.40191,5.5,771.0
Four Lions,2010,11.934045,7.1,428.0
Cream Lemon,2004,0.005819,0.0,0.0
Bobby Deerfield,1977,5.792931,6.0,13.0
Diary of a Nymphomaniac,2008,5.28626,5.5,70.0
Lord Save Us,2008,0.005079,0.0,0.0
Gunless,2010,2.726078,6.7,27.0
Furry Vengeance,2010,10.794556,4.6,150.0
The Shock Doctrine,2009,0.851836,6.6,16.0
"Fine, Totally Fine",2008,0.368102,7.0,4.0
Armadillo,2010,2.333307,7.0,48.0
Stage Door Canteen,1943,0.789004,6.3,2.0
You Don't Know Jack,2010,14.988063,6.9,104.0
St Trinian's 2: The Legend of Fritton's Gold,2009,5.309602,5.4,73.0
The Disappearance of Alice Creed,2009,7.271526,6.4,169.0
12 Angry Men,1997,3.679263,7.5,59.0
Tales of Terror from Tokyo and All Over Japan: The Movie,2004,0.410645,5.5,3.0
Robin Hood,2010,10.56812,6.2,1434.0
Naked Childhood,1968,1.952949,6.4,15.0
Lovers & Leavers,2002,0.152494,6.0,4.0
Kohtaamisia,2010,0.127308,6.2,3.0
Little Fugitive,1953,1.062743,7.3,14.0
Merantau,2009,3.20408,6.2,43.0
Gold,1974,1.99751,5.5,17.0
I'll Cry Tomorrow,1955,0.887512,4.7,5.0
The Red Chapel,2009,0.181175,6.6,5.0
American Gothic,1988,2.412785,5.8,21.0
An Inn in Tokyo,1935,0.702012,6.0,2.0
The Chalk Garden,1964,0.813061,5.5,11.0
Hollywood Canteen,1944,0.46387,6.5,4.0
Stingray Sam,2009,0.404118,5.8,8.0
In a Dark Place,2006,1.525381,3.4,14.0
Art & Copy,2009,0.655022,7.0,18.0
Harishchandrachi Factory,2009,0.261998,6.3,6.0
Bonhoeffer: Agent of Grace,2000,0.502653,7.5,2.0
Love the Beast,2009,1.12405,6.5,15.0
Must Read After My Death,2007,0.158931,7.3,3.0
Johnny Mad Dog,2008,3.534935,6.8,24.0
Sparrow,2008,1.417527,6.4,22.0
Rancho Notorious,1952,1.654103,6.2,22.0
Father and Son,2003,1.559697,5.0,10.0
Scavenger Hunt,1979,1.200851,5.9,8.0
Deficit,2007,0.288025,5.8,5.0
A Dirty Carnival,2006,5.604096,6.7,51.0
The Phantom,2000,2.521661,5.9,22.0
Donkey Skin,1970,4.668104,7.6,66.0
Me and Morrison,2001,1.291258,4.8,6.0
Kannathil Muthamittal,2002,1.210001,7.4,8.0
Times and Winds,2006,1.442059,7.8,13.0
Adam Resurrected,2008,1.714132,6.4,22.0
Halo Legends,2010,1.731527,6.9,25.0
Ritual,2000,0.606866,7.5,11.0
Stoic,2009,2.584212,5.3,15.0
Dread,2009,5.967679,5.6,71.0
Cemetery Junction,2010,8.740728,6.6,77.0
Hell's Highway: The True Story of Highway Safety Films,2003,0.242952,7.0,1.0
Blue Valentine,2010,11.107914,6.9,911.0
Killers,2010,6.540621,5.7,792.0
Tora-san's Rise and Fall,1975,0.000589,0.0,0.0
Tora-san's Love Call,1971,3.8e-05,0.0,0.0
Esa ja Vesa – auringonlaskun ratsastajat,1994,0.205786,6.5,6.0
The Adventures of Tarzan,1921,0.00461,0.0,0.0
The Velvet Vampire,1971,1.132207,3.9,7.0
Puppet Master vs Demonic Toys,2004,1.945492,2.7,12.0
Ween: Live in Chicago,2004,0.043068,10.0,1.0
Sada,1998,0.668735,7.0,2.0
Aerial Gunner,1943,0.056336,0.0,0.0
Panama Hattie,1942,0.001179,0.0,0.0
Lucky Night,1939,0.915572,5.5,1.0
Delusions of Grandeur,1971,5.507194,7.5,98.0
The Grim Reaper,1980,1.188769,5.2,30.0
Death and Cremation,2010,0.967814,5.8,4.0
Buried,2010,7.389437,6.6,853.0
Sleep Furiously,2009,0.233582,5.3,4.0
Parisian Love,1925,0.001396,0.0,0.0
Girl with Green Eyes,1964,0.286364,7.5,2.0
The Forbidden Door,2009,0.763369,7.7,13.0
The Ape,2009,0.279744,6.0,7.0
Life After Tomorrow,2006,0.00353,0.0,0.0
Shake Hands With the Devil,2007,1.334478,7.0,12.0
Prince of Persia: The Sands of Time,2010,18.459955,6.2,2372.0
Artists and Models,1955,3.2245,6.9,19.0
Please Give,2010,5.630136,6.0,57.0
Peter & the Wolf,2006,1.500002,6.7,19.0
Hoffman,1970,0.322493,8.0,3.0
True Legend,2010,4.434924,6.2,49.0
The Reeds,2009,1.674675,4.8,16.0
The Tomb,2009,3.512529,3.7,12.0
Supermen of Malegaon,2009,0.025697,0.0,0.0
Baarìa,2009,7.109369,7.1,124.0
Reunion,1989,0.006668,5.0,1.0
At Midnight I'll Take Your Soul,1964,1.049373,5.7,21.0
Ricky Gervais Live: Animals,2003,0.868537,7.5,16.0
Ricky Gervais Live 2: Politics,2004,1.602457,7.5,14.0
The Wedding Weekend,2006,1.250767,3.8,2.0
Tokyo Chorus,1931,0.844253,6.7,6.0
Sex and the City 2,2010,7.255991,5.5,434.0
Young Winston,1972,1.288199,7.0,15.0
The Black Rose,1950,0.478484,6.9,4.0
The Sniper,1952,2.030317,6.7,10.0
Firaaq,2009,0.320519,5.0,1.0
Chhoti Si Baat,1975,0.694499,6.1,4.0
The Past Is a Foreign Land,2008,0.32147,6.2,9.0
Brief Interviews with Hideous Men,2009,2.074774,5.1,20.0
Get Him to the Greek,2010,7.33335,5.9,626.0
Detour,2009,0.66715,5.4,9.0
Unthinkable,2010,6.983803,6.7,430.0
The Other Side of Midnight,1977,0.517164,5.6,5.0
Our Dancing Daughters,1928,0.112326,7.5,2.0
Betrayal,1983,0.798206,6.4,7.0
Romeo and Juliet,1936,1.951353,5.8,6.0
The Drawn Together Movie: The Movie!,2010,6.088599,6.4,39.0
It's Good to Be Alive,1974,0.06433,7.5,1.0
Friendship!,2010,2.631214,6.6,57.0
The Back-Up Plan,2010,6.629999,5.7,468.0
Splice,2009,8.181407,5.5,682.0
Tales from the Golden Age,2009,0.685049,6.5,16.0
May Fools,1990,2.321564,6.4,17.0
A Tale of Winter,1992,1.172867,6.9,16.0
Hail Mary,1985,0.818375,6.9,14.0
No One Knows About Persian Cats,2009,0.931142,6.5,22.0
Burnt by the Sun 2: Intercession,2010,7.091212,5.0,15.0
The Knack... and How to Get It,1965,1.299084,6.3,13.0
El Greco,2007,0.660036,5.2,10.0
Adulthood,2008,4.285194,6.0,48.0
Letters to Juliet,2010,7.282488,6.6,823.0
The Descent: Part 2,2009,5.306121,6.0,276.0
The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,6.138381,3.2,34.0
The Reenactment,1968,0.165803,5.0,4.0
The Beautiful Person,2008,2.291742,6.5,35.0
Mermaid,2007,1.418646,6.3,16.0
Humble Pie,2007,0.15472,6.3,3.0
Gervaise,1956,0.443843,6.0,5.0
Wonderful World,2009,4.033627,5.5,13.0
The Song of Sparrows,2008,1.165679,6.9,15.0
Exam,2009,5.810371,6.6,531.0
"Go, Go Second Time Virgin",1969,1.348411,6.9,18.0
The Corridor,1994,0.478934,4.8,5.0
No Time for Comedy,1940,0.749298,6.0,2.0
How to Be,2008,1.478869,5.0,18.0
La Roue,1923,0.303726,7.0,8.0
The Knot,2000,0.00302,0.0,0.0
Blood Wedding,1981,0.004425,7.3,8.0
It Happened Tomorrow,1944,0.576112,5.8,7.0
Salaam-E-Ishq,2007,1.091632,5.7,14.0
Chance Pe Dance,2010,0.745225,4.7,10.0
Bless the Beasts & Children,1971,1.027036,8.8,5.0
Whoopee!,1930,0.235125,5.0,5.0
Dr. Ehrlich's Magic Bullet,1940,0.938416,5.5,9.0
The House on Telegraph Hill,1951,3.21606,5.5,12.0
How About You...,2007,1.139949,6.2,13.0
Edge of the City,1957,0.584232,6.4,8.0
No Greater Love,2009,0.458602,5.0,1.0
A Woman in Berlin,2008,1.377856,6.7,15.0
Talhotblond,2009,1.395757,6.5,24.0
Godspeed,2009,0.23636,4.0,4.0
Tortilla Flat,1942,0.822419,5.4,5.0
Three Little Words,1950,0.661981,5.0,1.0
Jonah Hex,2010,9.482806,4.5,427.0
The A-Team,2010,16.747793,6.2,1737.0
Gigot,1962,0.285559,8.5,3.0
Dhoondte Reh Jaoge,2009,0.102219,4.3,2.0
Othello,1965,0.377325,6.1,9.0
Toy Story 3,2010,16.96647,7.6,4710.0
Joan Rivers: A Piece of Work,2010,0.756406,6.7,13.0
No Highway in the Sky,1951,0.619084,5.9,13.0
"East Side, West Side",1949,0.308694,7.8,2.0
Adrift,2009,2.312705,5.9,34.0
In the Beginning,2009,2.88063,6.2,32.0
The Halloween Tree,1993,0.374639,6.1,7.0
Ricky Gervais Live 3: Fame,2007,1.411983,6.7,13.0
Aladin,2009,1.901261,5.9,9.0
Winter's Bone,2010,7.27941,6.8,575.0
Tell-Tale,2010,0.681666,5.8,2.0
Drama/Mex,2006,0.125223,4.0,2.0
Dream,2008,0.862305,6.2,11.0
Don't Look Back,2009,10.681024,5.8,54.0
Mandingo,1975,2.854369,6.0,22.0
Clouds of May,1999,0.294108,6.8,5.0
Les Biches,1968,1.454386,5.4,10.0
The Scalphunters,1968,6.559114,5.7,20.0
Nekromantik 2,1991,2.099329,5.3,24.0
Barking Dogs Never Bite,2000,1.409127,6.2,29.0
A Man There Was,1917,1.322761,6.6,11.0
Shark in Venice,2008,1.236186,4.5,16.0
Casino Jack and the United States of Money,2010,0.616048,7.3,15.0
Under the North Star,2009,0.320384,6.8,6.0
Shrek Forever After,2010,11.803808,6.0,2021.0
The Open Road,2009,1.807794,4.8,19.0
Magic Man,2009,1.613703,2.5,4.0
A Sense of History,1992,0.177453,7.4,5.0
A Hot Dog Program,1999,0.071756,8.0,2.0
The Ashes,1965,0.277185,5.0,1.0
Everyone Else,2009,2.417076,6.1,26.0
Rampage,2009,5.085308,6.0,132.0
Coming Down The Mountain,2007,0.475101,6.2,5.0
Princess Raccoon,2005,0.751468,4.7,5.0
Heat-Haze Theatre,1981,1.900438,5.6,4.0
Children in the Wind,1937,0.046349,10.0,1.0
El próximo Oriente,2006,0.131963,5.2,3.0
The Killer Inside Me,2010,6.324751,6.0,175.0
The Wild Hunt,2009,1.847803,6.2,20.0
Acla's Descent into Floristella,1992,0.510588,9.5,2.0
J'accuse!,1919,0.834679,7.9,7.0
The Moment After 2: The Awakening,2006,0.460791,3.1,4.0
Mercy Streets,2000,0.643784,5.5,2.0
The Guitar,2008,2.074206,6.4,11.0
TiMER,2009,5.081422,5.9,91.0
The Trespasser,1929,0.145548,4.0,2.0
A Woman of Affairs,1928,0.227906,7.0,4.0
Chelsea on the Rocks,2008,1.233761,6.2,3.0
Heart Like A Wheel,1983,0.857342,6.0,8.0
Little Dorrit,1987,0.424104,10.0,1.0
Saving God,2008,0.965066,6.0,2.0
24: Redemption,2008,5.982091,7.1,168.0
Captain from Castile,1947,1.057092,7.4,5.0
One of Our Aircraft Is Missing,1942,0.649117,6.4,10.0
Diary of a Mad Housewife,1970,0.229955,7.0,4.0
Best Worst Movie,2009,0.98166,7.4,49.0
Beetle Queen Conquers Tokyo,2009,0.075409,5.5,2.0
The Deal,2003,0.970579,6.0,9.0
The Special Relationship,2010,1.753332,5.7,15.0
Three Comrades,1938,0.982457,7.0,3.0
The Twilight Saga: Eclipse,2010,34.047399,5.9,2382.0
Solitary Man,2009,5.829644,5.8,85.0
Hannah Free,2009,0.370737,6.0,2.0
Bluebeard,2009,0.888024,5.3,9.0
The Betrayal (Nerakhoon),2008,0.075737,8.5,2.0
Wing and a Prayer,1944,0.125698,6.5,2.0
Tomorrow at Dawn,2009,0.398101,6.3,2.0
Enter the Void,2009,8.378149,7.2,397.0
The Cry of the Owl,2009,3.877603,5.5,29.0
The World According to Monsanto,2008,0.577076,7.5,15.0
Dream Wife,1953,1.185885,3.9,6.0
The Slender Thread,1965,0.378345,6.8,8.0
Accident On Hill Road,2009,0.00631,0.0,0.0
Tennessee,2008,0.72589,5.8,3.0
The Last Airbender,2010,9.544657,4.7,1180.0
When Father Was Away on Business,1985,2.945585,6.7,27.0
A Big Hand for the Little Lady,1966,1.929093,6.0,21.0
State of Siege,1972,1.852757,6.7,19.0
Whirlpool,1949,1.427748,5.6,16.0
Little Lili,2003,1.222277,5.6,7.0
Didier,1997,3.740902,5.7,76.0
Grande école,2004,0.717425,6.0,12.0
Fat People,2009,1.102802,5.6,14.0
This Happy Breed,1944,1.363484,6.6,11.0
Yella,2007,7.322719,6.0,16.0
Destricted,2006,2.430308,4.8,12.0
Culloden,1964,0.727385,7.5,11.0
Distant Thunder,1973,0.029361,4.7,6.0
Out of Mind: The Stories of H.P. Lovecraft,1998,0.03652,7.0,1.0
Cool Air,2006,0.509406,3.8,6.0
The Rain People,1969,0.785882,5.5,10.0
I Even Met Happy Gypsies,1967,0.28146,5.9,6.0
Endgame,2009,1.999232,6.1,14.0
Dead Air,2009,1.599643,5.3,12.0
Puppetry of the Penis: Live at the Forum,2001,0.222382,5.5,3.0
The Island of Dr. Moreau,1977,8.780704,5.4,33.0
The Rolling Stones: Stones in Exile,2010,0.726745,5.6,4.0
Les Cousins,1959,2.605844,6.6,16.0
Dynamite Girl,1944,0.001253,0.0,0.0
Gumshoe,1971,1.827144,7.1,7.0
Agallas,2009,0.083073,5.5,1.0
Salvador (Puig Antich),2006,1.774804,6.5,18.0
Slam Dunk Ernest,1995,0.77623,4.2,11.0
Secrets of Women,1952,0.751652,6.0,6.0
Romance on the High Seas,1948,0.370227,4.0,1.0
Empire of Dreams: The Story of the Star Wars Trilogy,2004,5.796763,7.1,22.0
South Park: Imaginationland,2008,7.829821,7.9,75.0
Marie and Bruce,2004,1.026251,4.5,4.0
The Intern,2000,0.4721,2.4,4.0
Kurt Cobain: About a Son,2006,0.853595,7.1,22.0
Horror Business,2005,0.037702,6.0,1.0
Hold Back the Dawn,1941,2.845429,6.3,9.0
The Gazebo,1959,1.527735,8.7,3.0
9/11: The Twin Towers,2006,0.038851,8.0,1.0
We Stand Alone Together,2001,0.807334,5.3,2.0
Predators,2010,9.034929,6.0,1231.0
Far North,2007,1.338785,6.0,20.0
"Manson, My Name Is Evil",2009,0.838298,4.7,7.0
Thank Your Lucky Stars,1943,6.037392,6.8,8.0
The Fixer,1968,0.49965,6.3,5.0
When You're Strange,2009,2.669145,7.5,45.0
The Flight That Fought Back,2004,0.037647,1.0,1.0
Hell and High Water,1954,0.338405,4.7,3.0
Young Bess,1953,0.376565,7.1,4.0
Despicable Me,2010,22.274502,7.1,6595.0
So Proudly We Hail,1943,0.773279,5.7,5.0
31 North 62 East,2009,0.442155,4.4,5.0
Irene in Time,2009,0.519131,1.0,1.0
Captains of the Clouds,1942,2.686813,6.9,5.0
The Front Line,2006,0.449847,6.5,4.0
The Girl of the Golden West,1938,0.502239,3.8,2.0
Sweethearts,1938,0.127728,5.0,1.0
Inception,2010,29.108149,8.1,14075.0
Grown Ups,2010,23.981251,6.0,1746.0
Thirst,2010,0.476642,4.8,5.0
The Sorcerer's Apprentice,2010,12.533525,5.9,1526.0
Tokyo Zombie,2005,1.120763,6.1,15.0
Swedish Auto,2006,0.017336,0.0,0.0
Creepshow 3,2007,6.060156,3.8,30.0
Knight and Day,2010,12.758942,5.9,1583.0
The Greatest,2009,7.588652,6.2,36.0
Roadracers,1994,3.520748,5.4,22.0
Raincoat,2004,0.439862,6.5,4.0
The Fastest Gun Alive,1956,3.365966,6.3,13.0
Nightwatching,2007,0.925278,6.6,15.0
Fear City,1984,7.241443,5.8,13.0
Sade,2000,1.254068,6.2,8.0
The Phantom,2009,0.483201,4.6,11.0
The Karate Kid,2010,11.690781,6.2,1675.0
The Good Guy,2009,6.269507,5.4,60.0
Like Minds,2006,5.343238,6.7,34.0
The Yellow Handkerchief,2008,3.919317,6.4,53.0
Comrades,1987,0.465688,7.0,4.0
Snake-Crane Secret,1978,0.071981,8.0,1.0
Yumeji,1991,0.482865,5.4,4.0
Zigeunerweisen,1980,0.57604,6.4,9.0
The Kids Are All Right,2010,5.899155,6.5,512.0
Perestroika,2009,0.974475,3.0,2.0
Terror Is a Man,1959,0.204179,3.5,4.0
The Twilight People,1972,0.035207,3.0,1.0
A Serbian Film,2010,10.431742,5.5,408.0
Home,2008,1.605963,7.2,27.0
Cherrybomb,2009,1.991189,6.0,43.0
Batman: Under the Red Hood,2010,7.039325,7.6,459.0
Le Pont du Nord,1982,0.019669,7.7,6.0
My Boy,1921,0.090443,6.0,1.0
Mammy,1930,0.108898,0.0,1.0
The Wizard of Oz,1925,0.41048,5.8,8.0
Salt,2010,8.704455,6.2,2125.0
Sinbad,1971,1e-06,4.9,5.0
The Hamster Factor and Other Tales of Twelve Monkeys,1997,1.337041,6.1,9.0
Winnebago Man,2009,1.215754,6.5,38.0
Crime of Passion,1957,7.227515,6.4,10.0
The Patsy,1928,0.425882,8.3,3.0
Passing Strange,2009,0.321534,6.8,6.0
Beware of the Car!,1966,1.449833,7.2,24.0
Peg o' My Heart,1933,0.049323,0.0,0.0
Downstairs,1932,0.784385,6.6,5.0
Five and Ten,1931,0.051534,8.0,1.0
Dark Island,2010,1.012268,3.4,12.0
Smashing Pumpkins: If All Goes Wrong,2008,0.023065,0.0,0.0
Pearl Jam: Immagine in Cornice,2007,0.413532,6.9,4.0
Mr. Nobody,2009,11.817059,7.9,1616.0
Music in the Air,1934,0.007897,0.0,0.0
Sunflower,1970,2.499612,7.6,28.0
Play Dirty,1969,1.89728,6.1,12.0
The Silver Chalice,1954,0.313032,4.1,5.0
George Washington Slept Here,1942,0.377717,6.3,4.0
The Last Truck: Closing of a GM Plant,2009,0.004777,0.0,0.0
Telstar: The Joe Meek Story,2009,0.938609,5.9,8.0
In a Day,2006,0.989885,7.1,9.0
A Name for Evil,1973,0.00335,0.0,0.0
Dinner for Schmucks,2010,11.623718,5.5,542.0
8: The Mormon Proposition,2010,0.252886,5.5,6.0
The Man Who Left His Will on Film,1970,0.227914,7.8,5.0
Diary of a Shinjuku Thief,1969,0.278203,5.4,8.0
Nanny McPhee and the Big Bang,2010,8.983275,6.0,450.0
Mid-August Lunch,2008,1.288693,7.0,27.0
The Northerners,1992,0.91237,7.0,12.0
3 Needles,2005,0.587998,0.0,0.0
"Olivier, Olivier",1992,0.86917,6.5,7.0
The Power of Kangwon Province,1998,0.236194,8.2,6.0
Taking Off,1971,1.65322,6.2,19.0
Safe Sex,1999,0.543036,7.1,7.0
Uro,2006,0.573746,7.0,8.0
The Town That Dreaded Sundown,1976,4.876494,6.1,48.0
Deadly Outlaw: Rekka,2002,0.480518,6.9,8.0
North,2009,1.375209,6.2,11.0
Amar Akbar Anthony,1977,0.618416,6.9,16.0
Farsan,2010,1.480269,4.1,14.0
Trans-Europ-Express,1966,0.457576,6.7,15.0
Lies,1999,0.410813,5.4,5.0
The Man from London,2008,8.901688,7.1,19.0
Human Desire,1954,6.481002,6.4,14.0
Treasure Island,1934,0.987212,6.6,18.0
The Bugs Bunny/Road Runner Movie,1979,2.684017,6.7,29.0
Hellsinki,2009,0.97247,6.4,18.0
Here and There,2009,0.183494,6.5,3.0
Little Nicholas,2009,9.625107,5.9,315.0
A Confucian Confusion,1994,0.085966,8.0,2.0
Grotesque,2009,2.275789,5.1,39.0
2:13,2009,0.861213,4.6,10.0
Shifty,2009,1.747367,6.0,15.0
Ip Man 2,2010,1.9602,7.2,684.0
Dr. Moreau's House of Pain,2004,0.145918,4.0,2.0
I Remember,2005,0.362092,8.0,1.0
I Am Maria,1979,2.621798,0.0,0.0
Lucky,2010,0.437868,8.0,2.0
Ramona and Beezus,2010,7.467591,6.2,249.0
The Year of the Hare,1977,0.680347,7.4,4.0
A Yank in the R.A.F.,1941,0.596991,3.7,3.0
Charlie St. Cloud,2010,6.273131,6.8,589.0
The Rebound,2009,8.323775,5.9,224.0
The Other Guys,2010,12.536621,6.1,1406.0
The Lineup,1958,1.018844,6.9,12.0
Operation: Endgame,2010,8.534211,5.1,63.0
Love in Another Language,2009,0.761288,7.6,7.0
"Oh, Woe Is Me",1993,1.017083,7.8,5.0
The Million Game,1970,0.951375,6.0,11.0
Affair in Trinidad,1952,0.197406,6.3,5.0
She-Wolf of London,1946,4.575792,6.2,11.0
Cradle of Fear,2001,1.44886,4.1,22.0
The Kautokeino Rebellion,2008,0.920414,5.7,10.0
The Inner Life of Martin Frost,2007,0.349782,5.0,1.0
The Family,1987,2.602047,7.1,18.0
The Terrace,1980,0.978367,5.7,14.0
Dreamboat,1952,0.479288,7.0,5.0
The Desperados,1969,0.738382,4.5,3.0
Grip of the Strangler,1958,0.487567,6.3,10.0
The L-Shaped Room,1962,0.551158,7.2,6.0
North West Mounted Police,1940,0.86196,6.1,4.0
The Great Caruso,1951,0.219972,6.8,5.0
Triage,2009,9.51301,6.3,44.0
Call Me Madam,1953,0.078792,8.5,2.0
The Two Escobars,2010,0.758472,7.6,14.0
Invisible Agent,1942,1.48335,5.7,6.0
Paper Man,2009,6.072397,6.0,91.0
All Tomorrow's Parties,2009,0.413309,7.0,2.0
Invisible Target,2007,2.497472,6.6,28.0
Mr. Bjarnfreðarson,2009,0.585443,6.1,7.0
The Expendables,2010,14.75562,6.0,2977.0
Scott Pilgrim vs. the World,2010,13.793301,7.2,2185.0
The Spanish Main,1945,0.455655,5.3,7.0
Svengali,1931,0.193959,4.3,4.0
Lampaansyöjät,1972,0.023982,5.0,1.0
Animal Kingdom,2010,9.649312,6.7,240.0
The Exploding Girl,2009,0.568777,6.4,15.0
Prodigal Sons,2008,0.079954,5.5,2.0
Seven Angry Men,1955,0.483473,5.0,1.0
06/05,2004,0.903115,5.6,6.0
The Thorn in the Heart,2009,0.408405,5.5,4.0
See What I'm Saying: The Deaf Entertainers Documentary,2010,0.076471,4.0,2.0
Facing Ali,2009,1.283207,7.5,12.0
The Beast,1996,2.026374,4.8,12.0
Pretty Bird,2008,0.585128,5.0,8.0
Raajneeti,2010,1.043552,6.1,18.0
The Return of Frank James,1940,0.654195,6.2,10.0
Moloch,1999,0.992149,5.6,10.0
The Story Of My Life,2004,1.15926,6.4,17.0
Crossworlds,1996,3.114883,4.6,17.0
Centurion,2010,13.00941,6.0,394.0
I Killed My Mother,2009,6.662036,7.7,320.0
Life During Wartime,2009,3.311392,6.3,30.0
Lion's Den,2008,1.220666,6.4,18.0
That Most Important Thing: Love,1975,1.268137,7.5,19.0
Pope Joan,2009,7.289967,6.5,93.0
Cluny Brown,1946,3.008224,5.8,12.0
Babies,2010,2.667622,7.0,52.0
The Green Room,1978,0.544128,6.5,14.0
Captain Conan,1996,1.705362,6.2,8.0
Easy Living,1937,1.170418,6.1,13.0
Like It Is,1998,0.683513,5.5,11.0
Ankur,1974,0.078659,4.2,3.0
For Neda,2010,0.242245,5.5,3.0
The Battle of the Rails,1946,0.177342,4.3,5.0
Spider Forest,2004,1.833655,6.7,33.0
What Goes Up,2009,2.471224,5.2,13.0
12th & Delaware,2010,0.155882,8.4,4.0
Wonder Bar,1934,0.153016,5.7,3.0
The Experiment,2010,9.662564,6.4,304.0
Black Water,2007,7.930423,5.9,67.0
Heartless,2009,3.977054,6.2,68.0
Smash His Camera,2010,0.261439,6.8,5.0
Chicago,1927,0.206599,4.0,2.0
Underworld,1927,0.857462,7.4,8.0
Piranha 3D,2010,8.212132,5.3,599.0
Milka - A Film About Taboos,1980,5.9e-05,0.0,0.0
FC Venus,2006,1.564913,5.6,10.0
The Extraordinary Adventures of Adèle Blanc-Sec,2010,6.710598,5.9,325.0
Get Low,2010,4.678848,6.5,100.0
La Danse: The Paris Opera Ballet,2009,1.655702,8.0,5.0
According to Greta,2009,9.62432,6.0,67.0
Accident,2009,2.773937,6.7,30.0
Center Stage : Turn It Up,2008,8.516625,6.5,54.0
Tony Manero,2008,1.855988,6.6,21.0
Fate Is the Hunter,1964,1.640499,7.0,5.0
Blue Skies,1946,0.207643,6.3,5.0
The Mating Season,1951,2.227932,6.6,7.0
Prince of Foxes,1949,0.34033,5.1,4.0
Terribly Happy,2008,4.472892,6.3,24.0
The Eclipse,2009,8.585525,6.1,15.0
Plainlands,1988,0.000431,8.0,1.0
The Joneses,2009,6.632194,6.1,212.0
With a Song in My Heart,1952,0.399419,6.0,4.0
The Love Parade,1929,0.579705,4.6,7.0
The Girl on the Train,2009,1.784251,5.6,10.0
Pyaar Impossible,2010,0.748353,4.6,12.0
The Rains Came,1939,0.87141,5.7,3.0
Children of Invention,2010,0.220007,6.3,6.0
Gainsbourg: A Heroic Life,2010,11.021373,7.0,88.0
Wild Grass,2009,2.055282,5.8,23.0
Giallo,2010,2.542612,4.2,38.0
Gaby: A True Story,1987,0.889745,3.5,2.0
Who Saw Him Die?,1968,0.312707,7.3,7.0
Billy Rose's Jumbo,1962,0.40595,6.0,2.0
Miss Sadie Thompson,1953,0.776443,5.0,5.0
TEKKEN,2010,12.17886,5.2,185.0
The President's Man,2000,0.785072,3.4,11.0
The Wedding Photographer,2009,1.113918,6.3,16.0
Giliap,1975,0.004425,5.9,7.0
Don Quixote,2000,0.745102,5.3,3.0
Narco,2004,4.584117,6.1,43.0
Blood Into Wine,2010,0.876887,6.5,8.0
Deadly Circuit,1983,0.90394,6.2,10.0
Something Like Happiness,2005,1.427816,6.7,3.0
The Story of Marie and Julien,2003,0.359482,7.3,4.0
Dragon Ball Z: Dead Zone,1989,4.676852,6.4,93.0
Retribution,2006,1.40622,5.7,23.0
The Last Exorcism,2010,6.397109,5.6,330.0
Mother Joan of the Angels,1961,1.413071,7.2,21.0
Camila,1984,0.265963,7.0,4.0
Christopher Strong,1933,0.282898,5.8,6.0
San Pietro,1945,0.914855,6.4,11.0
"Dance, Girl, Dance",1940,0.523843,5.6,11.0
King Lear,1971,0.187901,8.0,3.0
Black Girl,1966,0.515553,7.6,15.0
Rosa Luxemburg,1986,0.332373,5.1,7.0
Sisters,2001,0.643076,6.5,12.0
The American,2010,7.275649,5.8,488.0
How Tasty Was My Little Frenchman,1971,1e-06,4.8,4.0
Children of Hiroshima,1952,0.293856,5.9,6.0
Kisses,1957,0.617028,5.8,7.0
If God Is Willing and da Creek Don't Rise,2010,0.109599,10.0,1.0
Jackass 2.5,2007,8.585765,5.8,140.0
The Christmas Toy,1986,0.923952,4.8,7.0
The Wildcat,1921,0.732999,6.3,3.0
The Hypothesis of the Stolen Painting,1978,0.339143,7.4,10.0
The Trials of Oscar Wilde,1960,2.011489,6.3,7.0
Urban Menace,1999,0.57406,3.5,2.0
Cartoon All-Stars to the Rescue,1990,0.61108,6.0,5.0
The Horde,2009,5.319546,5.7,104.0
